MELENDREZ	4,703	4,299	91.41%	1,113	7,113
GAMINO	4,724	4,293	90.88%	1,114	7,088
ESQUIBEL	5,187	4,291	82.73%	1,115	6,532
GORDILLO	4,616	4,283	92.79%	1,116	7,232
COLUNGA	4,616	4,282	92.76%	1,117	7,232
CANAS	4,832	4,268	88.33%	1,118	6,937
ANDRES	12,821	4,266	33.27%	1,119	2,813
GANDARA	4,754	4,264	89.69%	1,120	7,044
ENCISO	4,674	4,262	91.19%	1,121	7,157
BRYANT	192,773	4,260	2.21%	1,122	128
WELLS	176,230	4,247	2.41%	1,123	147
TOMAS	7,673	4,239	55.25%	1,124	4,623
PEGUERO	4,457	4,239	95.11%	1,125	7,473
LOPES	18,310	4,215	23.02%	1,126	1,976
BALBUENA	4,621	4,211	91.13%	1,127	7,223
CHICAS	4,324	4,185	96.79%	1,128	7,677
PASTRANA	4,830	4,184	86.63%	1,129	6,943
REAL	6,959	4,183	60.11%	1,130	5,045
ZERMENO	4,455	4,174	93.69%	1,131	7,478
WOODS	177,425	4,169	2.35%	1,132	144
NAVAS	4,953	4,157	83.93%	1,133	6,809
CALIXTO	4,458	4,133	92.71%	1,134	7,472
SIMPSON	163,181	4,128	2.53%	1,135	158
BOBADILLA	4,566	4,127	90.39%	1,136	7,303
ADAMES	4,604	4,122	89.53%	1,137	7,245
MORFIN	4,505	4,119	91.43%	1,138	7,391
DELREAL	4,311	4,117	95.50%	1,139	7,701
BURNS	165,925	4,115	2.48%	1,140	155
DEHOYOS	4,455	4,113	92.32%	1,141	7,478
TORIBIO	4,679	4,098	87.58%	1,142	7,148
MEJIAS	4,472	4,096	91.59%	1,143	7,450
ESPITIA	4,324	4,096	94.73%	1,144	7,677
SILVAS	4,963	4,094	82.49%	1,145	6,798
NOYOLA	4,279	4,093	95.65%	1,146	7,759
ASTORGA	4,481	4,088	91.23%	1,147	7,433
SAIZ	4,878	4,086	83.76%	1,148	6,888
LAUREANO	4,724	4,085	86.47%	1,149	7,088
CELAYA	4,664	4,082	87.52%	1,150	7,173
MARCIAL	4,670	4,082	87.41%	1,151	7,162
MARINO	31,687	4,078	12.87%	1,152	1,105
TERRONES	4,448	4,070	91.50%	1,153	7,490
GEORGE	128,625	4,065	3.16%	1,154	235
ALMENDAREZ	4,415	4,059	91.94%	1,155	7,531
GERMAN	16,661	4,057	24.35%	1,156	2,182
MAURICIO	5,371	4,038	75.18%	1,157	6,346
AGUIAR	8,390	4,035	48.09%	1,158	4,227
ALAS	4,358	4,030	92.47%	1,159	7,619
MERCEDES	4,272	4,025	94.22%	1,160	7,767
CAUDILLO	4,418	4,019	90.97%	1,161	7,530
VILLAR	5,530	4,013	72.57%	1,162	6,186
GARZON	4,450	4,012	90.16%	1,163	7,487
PERES	5,294	4,007	75.69%	1,164	6,420
PASILLAS	4,201	4,001	95.24%	1,165	7,876
JOSE	10,697	4,001	37.40%	1,166	3,348
PORTER	163,054	3,995	2.45%	1,167	159
DIXON	159,480	3,971	2.49%	1,168	167
GRANT	142,277	3,970	2.79%	1,169	196
OWENS	182,719	3,965	2.17%	1,170	140
ARGUELLES	4,837	3,964	81.95%	1,171	6,932
DANIELS	146,570	3,957	2.70%	1,172	187
REVELES	4,233	3,955	93.43%	1,173	7,821
NOVOA	4,281	3,945	92.15%	1,174	7,756
TELLES	5,230	3,944	75.41%	1,175	6,493
TUCKER	167,446	3,935	2.35%	1,176	153
ARCOS	4,132	3,931	95.14%	1,177	8,005
LONDONO	4,235	3,922	92.61%	1,178	7,816
COSTA	38,265	3,922	10.25%	1,179	904
HUNTER	162,440	3,915	2.41%	1,180	160
SISNEROS	4,661	3,900	83.67%	1,181	7,174
FERMIN	5,057	3,899	77.10%	1,182	6,678
MURGUIA	4,141	3,897	94.11%	1,183	7,983
CASARES	4,309	3,894	90.37%	1,184	7,702
TAVARES	12,766	3,894	30.50%	1,185	2,825
FREEMAN	169,149	3,890	2.30%	1,186	151
MANUEL	27,529	3,890	14.13%	1,187	1,277
MEDEL	4,620	3,885	84.09%	1,188	7,224
VALERO	4,660	3,880	83.26%	1,189	7,177
GURULE	4,915	3,879	78.92%	1,190	6,848
OLEA	4,447	3,875	87.14%	1,191	7,492
BORRERO	4,383	3,871	88.32%	1,192	7,582
WEBB	168,878	3,867	2.29%	1,193	152
MASON	160,213	3,861	2.41%	1,194	166
ALMANZAR	4,095	3,855	94.14%	1,195	8,097
HUERTAS	4,235	3,833	90.51%	1,196	7,816
PAIZ	4,347	3,826	88.01%	1,197	7,638
ENCINAS	4,369	3,822	87.48%	1,198	7,609
SOTOMAYOR	4,210	3,819	90.71%	1,199	7,859
DEPAZ	4,137	3,813	92.17%	1,200	7,995
QUIJANO	5,110	3,811	74.58%	1,201	6,628
PABLO	6,462	3,798	58.77%	1,202	5,384
TRISTAN	4,642	3,797	81.80%	1,203	7,199
ALCAZAR	4,219	3,795	89.95%	1,204	7,847
FRAGOSO	4,267	3,789	88.80%	1,205	7,778
JEREZ	4,074	3,788	92.98%	1,206	8,137
MATAMOROS	4,044	3,787	93.64%	1,207	8,206
LEPE	3,904	3,786	96.98%	1,208	8,458
SHAW	160,400	3,785	2.36%	1,209	164
ROBERTSON	153,666	3,780	2.46%	1,210	175
TOBIAS	14,482	3,774	26.06%	1,211	2,494
HINOJOS	4,006	3,770	94.11%	1,212	8,274
SEBASTIAN	13,934	3,768	27.04%	1,213	2,586
ARMSTRONG	135,044	3,768	2.79%	1,214	213
VIRGEN	3,898	3,762	96.51%	1,215	8,470
WAGNER	155,795	3,755	2.41%	1,216	173
SIMENTAL	3,950	3,740	94.68%	1,217	8,380
SPENCER	139,951	3,737	2.67%	1,218	199
OLIVEROS	4,624	3,732	80.71%	1,219	7,217
ZAMORANO	3,926	3,732	95.06%	1,220	8,419
CENICEROS	3,924	3,731	95.08%	1,221	8,423
HOLMES	156,780	3,731	2.38%	1,222	171
SANTIBANEZ	3,868	3,725	96.30%	1,223	8,512
BECERRIL	3,881	3,718	95.80%	1,224	8,491
HIGUERA	4,238	3,716	87.68%	1,225	7,812
ALMODOVAR	4,112	3,713	90.30%	1,226	8,049
PLACENCIA	3,996	3,713	92.92%	1,227	8,291
FERGUSON	146,426	3,705	2.53%	1,228	188
QUINTEROS	3,885	3,701	95.26%	1,229	8,485
FOX	152,334	3,686	2.42%	1,230	180
CRAWFORD	164,457	3,684	2.24%	1,231	156
GRANILLO	4,058	3,684	90.78%	1,232	8,168
FONTANEZ	4,036	3,678	91.13%	1,233	8,222
STEPHENS	144,646	3,674	2.54%	1,234	190
FARFAN	4,075	3,673	90.13%	1,235	8,135
RICHARDS	130,529	3,668	2.81%	1,236	228
STONE	153,329	3,665	2.39%	1,237	178
HUNT	158,421	3,660	2.31%	1,238	169
RYAN	143,452	3,658	2.55%	1,239	193
LUNG	7,753	3,649	47.07%	1,240	4,578
ESPANA	4,127	3,644	88.30%	1,241	8,019
JACQUEZ	4,105	3,639	88.65%	1,242	8,073
AVITIA	3,745	3,624	96.77%	1,243	8,758
MOCTEZUMA	3,735	3,623	97.00%	1,244	8,775
CUEVA	4,008	3,621	90.34%	1,245	8,272
ZAZUETA	3,782	3,618	95.66%	1,246	8,687
TREVIZO	3,754	3,616	96.32%	1,247	8,736
FRAGA	4,998	3,608	72.19%	1,248	6,746
BLACK	154,738	3,605	2.33%	1,249	174
PASTOR	7,647	3,595	47.01%	1,250	4,642
CALLEJAS	3,792	3,583	94.49%	1,251	8,665
BUCIO	3,712	3,581	96.47%	1,252	8,822
CARRERO	4,126	3,579	86.74%	1,253	8,023
CARILLO	4,774	3,559	74.55%	1,254	7,015
ROMANO	29,018	3,558	12.26%	1,255	1,219
VIDALES	3,774	3,557	94.25%	1,256	8,697
LLANOS	4,089	3,556	86.97%	1,257	8,106
GILL	74,948	3,553	4.74%	1,258	435
MANCIA	4,089	3,548	86.77%	1,259	8,106
ALDERETE	3,903	3,545	90.83%	1,260	8,464
WARREN	152,147	3,545	2.33%	1,261	181
VILLAVICENCIO	4,102	3,541	86.32%	1,262	8,082
SOLARES	3,812	3,540	92.86%	1,263	8,629
MILLS	151,942	3,540	2.33%	1,264	182
LICEA	3,698	3,539	95.70%	1,265	8,860
MAES	6,033	3,538	58.64%	1,266	5,746
NICHOLS	145,584	3,538	2.43%	1,267	189
REA	14,819	3,531	23.83%	1,268	2,443
MATUTE	3,892	3,528	90.65%	1,269	8,478
GLORIA	4,878	3,522	72.20%	1,270	6,888
LAINEZ	3,762	3,522	93.62%	1,271	8,720
OSPINA	3,774	3,520	93.27%	1,272	8,697
ESTEBAN	5,240	3,519	67.16%	1,273	6,480
RETANA	3,710	3,515	94.74%	1,274	8,832
GAMA	4,513	3,514	77.86%	1,275	7,383
CHAN	76,664	3,511	4.58%	1,276	425
PETERS	137,513	3,507	2.55%	1,277	205
HANSEN	137,977	3,505	2.54%	1,278	204
CUNNINGHAM	135,718	3,502	2.58%	1,279	211
CASTELAN	3,611	3,500	96.93%	1,280	9,048
MERIDA	4,411	3,495	79.23%	1,281	7,536
HAWKINS	139,751	3,494	2.50%	1,282	200
OCEGUERA	3,599	3,486	96.86%	1,283	9,081
RICE	149,500	3,483	2.33%	1,284	184
VILLAGRAN	3,659	3,458	94.51%	1,285	8,946
AVILEZ	3,771	3,457	91.67%	1,286	8,705
HART	137,184	3,457	2.52%	1,287	207
SALAMANCA	3,947	3,453	87.48%	1,288	8,386
PAYNE	142,601	3,451	2.42%	1,289	195
DUNCAN	135,187	3,447	2.55%	1,290	212
BERNABE	4,915	3,446	70.11%	1,291	6,848
JOHNSTON	131,373	3,442	2.62%	1,292	225
SCHMIDT	147,034	3,441	2.34%	1,293	185
GARDEA	3,781	3,441	91.01%	1,294	8,688
MEYER	150,895	3,440	2.28%	1,295	183
ANDREWS	133,799	3,439	2.57%	1,296	218
GILBERT	114,940	3,425	2.98%	1,297	268
PIERCE	138,629	3,424	2.47%	1,298	202
HOYOS	3,694	3,424	92.69%	1,299	8,865
MARRUFO	3,626	3,422	94.37%	1,300	9,017
ALCOCER	3,693	3,418	92.55%	1,301	8,867
KNIGHT	136,713	3,418	2.50%	1,302	209
VILLELA	3,716	3,417	91.95%	1,303	8,812
LEZAMA	3,840	3,416	88.96%	1,304	8,578
ANDUJAR	3,773	3,410	90.38%	1,305	8,700
PLASENCIA	3,608	3,410	94.51%	1,306	9,058
RAY	133,171	3,409	2.56%	1,307	220
VERAS	3,776	3,404	90.15%	1,308	8,694
MARCANO	4,256	3,403	79.96%	1,309	7,789
REYNAGA	3,522	3,403	96.62%	1,310	9,241
ALVARES	3,789	3,403	89.81%	1,311	8,673
PEREYRA	3,877	3,402	87.75%	1,312	8,496
VENCES	3,470	3,399	97.95%	1,313	9,375
RONQUILLO	4,881	3,385	69.35%	1,314	6,885
BORJAS	3,609	3,382	93.71%	1,315	9,054
VALTIERRA	3,576	3,372	94.30%	1,316	9,132
HICKS	158,320	3,372	2.13%	1,317	170
ORTEZ	3,762	3,370	89.58%	1,318	8,720
MANRIQUE	3,847	3,367	87.52%	1,319	8,562
BERRY	132,812	3,360	2.53%	1,320	222
GUAMAN	3,439	3,351	97.44%	1,321	9,461
ARNOLD	138,893	3,347	2.41%	1,322	201
DAVID	44,040	3,343	7.59%	1,323	782
UMANZOR	3,432	3,343	97.41%	1,324	9,479
LLANES	4,197	3,342	79.63%	1,325	7,888
MUNOS	3,610	3,338	92.47%	1,326	9,050
BASURTO	3,522	3,335	94.69%	1,327	9,241
BAILON	3,702	3,335	90.09%	1,328	8,850
TAFOLLA	3,584	3,333	93.00%	1,329	9,114
OLSON	164,035	3,330	2.03%	1,330	157
AUSTIN	119,706	3,328	2.78%	1,331	253
ABAD	6,446	3,322	51.54%	1,332	5,401
SUSTAITA	3,547	3,321	93.63%	1,333	9,195
RILEY	133,872	3,320	2.48%	1,334	217
ATENCIO	4,456	3,319	74.48%	1,335	7,477
SEGARRA	3,871	3,319	85.74%	1,336	8,509
REBOLLAR	3,397	3,315	97.59%	1,337	9,568
BOYD	153,469	3,315	2.16%	1,338	176
CHINCHILLA	3,561	3,311	92.98%	1,339	9,165
ARCINIEGA	3,478	3,302	94.94%	1,340	9,352
COBIAN	3,548	3,301	93.04%	1,341	9,192
CENDEJAS	3,390	3,293	97.14%	1,342	9,590
SAINZ	3,869	3,292	85.09%	1,343	8,511
MENDOSA	3,568	3,290	92.21%	1,344	9,144
FABELA	3,713	3,285	88.47%	1,345	8,817
SAMAYOA	3,458	3,285	95.00%	1,346	9,403
COREAS	3,369	3,278	97.30%	1,347	9,633
GARDNER	142,894	3,272	2.29%	1,348	194
SAEZ	3,745	3,269	87.29%	1,349	8,758
ZABALA	4,348	3,261	75.00%	1,350	7,637
FRANKLIN	120,621	3,257	2.70%	1,351	251
UGALDE	3,789	3,256	85.93%	1,352	8,673
LANDIN	4,722	3,255	68.93%	1,353	7,093
LUA	3,624	3,244	89.51%	1,354	9,023
LAWRENCE	129,699	3,242	2.50%	1,355	232
SAMANO	3,547	3,239	91.32%	1,356	9,195
ARIZMENDI	3,432	3,236	94.29%	1,357	9,479
SOLTERO	3,450	3,233	93.71%	1,358	9,427
BANEGAS	3,493	3,229	92.44%	1,359	9,320
GUSMAN	4,095	3,223	78.71%	1,360	8,097
LOBATO	4,047	3,219	79.54%	1,361	8,201
CABRALES	3,516	3,219	91.55%	1,362	9,258
ARCEO	4,265	3,209	75.24%	1,363	7,782
CANCEL	3,801	3,203	84.27%	1,364	8,649
NICOLAS	9,006	3,201	35.54%	1,365	3,951
BRADLEY	136,720	3,199	2.34%	1,366	208
PARAMO	3,348	3,199	95.55%	1,367	9,691
ADORNO	3,783	3,197	84.51%	1,368	8,686
MAYO	35,228	3,195	9.07%	1,369	989
CANELA	3,619	3,190	88.15%	1,370	9,030
ECHAVARRIA	3,402	3,190	93.77%	1,371	9,557
DUNN	141,427	3,182	2.25%	1,372	197
MARCOS	5,052	3,180	62.95%	1,373	6,688
VERDIN	5,515	3,179	57.64%	1,374	6,200
SEDILLO	3,704	3,170	85.58%	1,375	8,844
CARROLL	134,317	3,170	2.36%	1,376	215
TARIN	4,524	3,166	69.98%	1,377	7,363
CHAPMAN	127,939	3,160	2.47%	1,378	236
LARES	3,773	3,155	83.62%	1,379	8,700
PAVON	3,589	3,153	87.85%	1,380	9,104
VILLAFUERTE	3,700	3,148	85.08%	1,381	8,854
TRIANA	4,012	3,147	78.44%	1,382	8,259
MAY	103,306	3,141	3.04%	1,383	304
MATTHEWS	131,303	3,138	2.39%	1,384	226
BEDOYA	3,429	3,138	91.51%	1,385	9,486
LANE	134,227	3,127	2.33%	1,386	216
HORTA	3,889	3,124	80.33%	1,387	8,481
ZAPIEN	3,298	3,123	94.69%	1,388	9,818
PERKINS	131,440	3,115	2.37%	1,389	223
TAVERA	3,441	3,113	90.47%	1,390	9,455
ARECHIGA	3,306	3,110	94.07%	1,391	9,794
URIOSTEGUI	3,177	3,092	97.32%	1,392	10,155
VELAZCO	3,282	3,088	94.09%	1,393	9,854
URIARTE	3,597	3,084	85.74%	1,394	9,085
LEYBA	3,836	3,081	80.32%	1,395	8,587
SNYDER	160,262	3,077	1.92%	1,396	165
DORANTES	3,181	3,068	96.45%	1,397	10,136
KELLEY	140,693	3,067	2.18%	1,398	198
POMPA	4,217	3,066	72.71%	1,399	7,851
IRAHETA	3,182	3,065	96.32%	1,400	10,132
OBANDO	3,404	3,061	89.92%	1,401	9,551
DELCASTILLO	4,013	3,058	76.20%	1,402	8,254
BRAMBILA	3,176	3,054	96.16%	1,403	10,159
MARTELL	11,158	3,054	27.37%	1,404	3,234
JENSEN	115,679	3,054	2.64%	1,405	265
WEAVER	143,837	3,049	2.12%	1,406	192
NAVARRETTE	3,489	3,045	87.27%	1,407	9,334
CHANG	81,939	3,040	3.71%	1,408	391
ARIZA	3,316	3,039	91.65%	1,409	9,770
MANJARREZ	3,179	3,037	95.53%	1,410	10,145
VILLAGRANA	3,142	3,037	96.66%	1,411	10,258
CUETO	3,833	3,034	79.15%	1,412	8,593
MONTEJANO	3,263	3,031	92.89%	1,413	9,907
LIRIANO	3,139	3,016	96.08%	1,414	10,268
MORRISON	121,130	3,016	2.49%	1,415	250
JOSEPH	100,959	3,009	2.98%	1,416	313
WILLIS	130,152	3,007	2.31%	1,417	230
JARQUIN	3,132	3,007	96.01%	1,418	10,290
ELLIOTT	135,765	3,000	2.21%	1,419	210
DEAN	114,030	2,999	2.63%	1,420	269
LEMOS	5,147	2,997	58.23%	1,421	6,579
PINZON	3,392	2,995	88.30%	1,422	9,583
DOMINGO	11,012	2,994	27.19%	1,423	3,283
MOLINAR	3,577	2,990	83.59%	1,424	9,129
JACOBS	118,614	2,989	2.52%	1,425	257
MALAGON	3,115	2,977	95.57%	1,426	10,339
CASTILLEJA	3,183	2,976	93.50%	1,427	10,125
UGARTE	3,272	2,975	90.92%	1,428	9,881
DUBON	3,223	2,972	92.21%	1,429	10,001
VALENTINE	40,395	2,969	7.35%	1,430	856
HUDSON	134,963	2,969	2.20%	1,431	214
LYNCH	117,708	2,966	2.52%	1,432	259
BARRERAS	3,496	2,966	84.84%	1,433	9,313
FRANCIS	78,327	2,961	3.78%	1,434	413
BURKE	122,877	2,961	2.41%	1,435	246
DELACERDA	3,395	2,952	86.95%	1,436	9,573
PINEIRO	3,461	2,949	85.21%	1,437	9,395
GUTIERRES	3,090	2,948	95.40%	1,438	10,416
VIEYRA	3,180	2,944	92.58%	1,439	10,140
TENA	3,279	2,941	89.69%	1,440	9,865
WHEELER	125,058	2,939	2.35%	1,441	243
ROBLERO	3,043	2,937	96.52%	1,442	10,539
CORTINAS	3,222	2,934	91.06%	1,443	10,006
COHEN	89,091	2,931	3.29%	1,444	351
MORILLO	3,477	2,931	84.30%	1,445	9,355
MCCOY	110,744	2,924	2.64%	1,446	278
SINGH	116,749	2,919	2.50%	1,447	260
ONOFRE	3,099	2,919	94.19%	1,448	10,396
REID	111,360	2,918	2.62%	1,449	275
HARVEY	115,662	2,915	2.52%	1,450	266
AGUSTIN	6,375	2,915	45.73%	1,451	5,458
ESCARENO	3,079	2,911	94.54%	1,452	10,448
ZAVALETA	3,036	2,909	95.82%	1,453	10,555
VALLEJOS	3,487	2,907	83.37%	1,454	9,338
BENITES	3,181	2,904	91.29%	1,455	10,136
ROCA	3,819	2,882	75.46%	1,456	8,611
VIVAR	3,158	2,881	91.23%	1,457	10,200
MANCHA	3,248	2,879	88.64%	1,458	9,932
HARPER	124,461	2,875	2.31%	1,459	245
CARR	119,076	2,870	2.41%	1,460	255
RAEL	3,592	2,870	79.90%	1,461	9,093
TABARES	3,155	2,864	90.78%	1,462	10,215
VIZCAINO	3,020	2,860	94.70%	1,463	10,603
CEVALLOS	3,069	2,859	93.16%	1,464	10,471
ESCUDERO	3,352	2,857	85.23%	1,465	9,684
MOROCHO	2,918	2,856	97.88%	1,466	10,910
SEDANO	3,048	2,855	93.67%	1,467	10,525
PALENCIA	3,241	2,850	87.94%	1,468	9,959
MELARA	3,157	2,848	90.21%	1,469	10,204
RECIO	3,442	2,845	82.66%	1,470	9,451
CANCINO	3,139	2,841	90.51%	1,471	10,268
DOUGLAS	101,458	2,841	2.80%	1,472	311
BERNARD	38,512	2,838	7.37%	1,473	899
CARPENTER	129,898	2,832	2.18%	1,474	231
GRANDE	7,904	2,828	35.78%	1,475	4,487
AGUILLON	3,076	2,828	91.94%	1,476	10,453
ANCHONDO	3,003	2,826	94.11%	1,477	10,653
MOSQUERA	3,286	2,825	85.97%	1,478	9,846
GALEANO	3,204	2,825	88.17%	1,479	10,059
MASCORRO	3,077	2,823	91.75%	1,480	10,451
ALDACO	2,953	2,818	95.43%	1,481	10,797
SAHAGUN	3,421	2,816	82.32%	1,482	9,501
MONTERROSO	2,964	2,812	94.87%	1,483	10,763
ALAMO	3,448	2,807	81.41%	1,484	9,433
BARILLAS	2,942	2,806	95.38%	1,485	10,826
GUIZAR	2,951	2,805	95.05%	1,486	10,803
GENAO	3,188	2,803	87.92%	1,487	10,103
GALEANA	2,921	2,801	95.89%	1,488	10,900
PEDRO	6,649	2,801	42.13%	1,489	5,246
GREENE	126,101	2,787	2.21%	1,490	241
MORONES	3,081	2,787	90.46%	1,491	10,440
HOFFMAN	131,401	2,786	2.12%	1,492	224
RESTO	3,199	2,781	86.93%	1,493	10,075
MERCED	3,233	2,780	85.99%	1,494	9,978
WELCH	108,987	2,779	2.55%	1,495	284
SANJUAN	4,232	2,775	65.57%	1,496	7,825
SALOMON	6,745	2,773	41.11%	1,497	5,182
SILVERIO	3,848	2,769	71.96%	1,498	8,559
RUBALCABA	2,955	2,766	93.60%	1,499	10,792
LAZCANO	2,911	2,764	94.95%	1,500	10,935
BISHOP	116,618	2,764	2.37%	1,501	262
MEMBRENO	2,898	2,761	95.27%	1,502	10,977
NGUYEN	437,645	2,757	0.63%	1,503	38
HOWELL	112,041	2,756	2.46%	1,504	272
VILLAFANA	3,003	2,756	91.77%	1,505	10,653
MONARREZ	2,860	2,755	96.33%	1,506	11,099
URBANO	4,368	2,755	63.07%	1,507	7,612
OBRIEN	118,557	2,751	2.32%	1,508	258
CASIAS	3,303	2,749	83.23%	1,509	9,800
SEGUNDO	3,148	2,744	87.17%	1,510	10,237
GONGORA	3,205	2,737	85.40%	1,511	10,050
POSADAS	3,554	2,737	77.01%	1,512	9,177
ASENCIO	3,006	2,734	90.95%	1,513	10,645
MONTGOMERY	115,953	2,725	2.35%	1,514	263
HILARIO	3,854	2,724	70.68%	1,515	8,541
LOAIZA	2,854	2,694	94.39%	1,516	11,114
VASQUES	3,099	2,693	86.90%	1,517	10,396
DELROSARIO	8,402	2,693	32.05%	1,518	4,218
LUERA	2,941	2,689	91.43%	1,519	10,829
CUENCA	3,381	2,686	79.44%	1,520	9,611
VALERA	3,944	2,679	67.93%	1,521	8,392
VITAL	5,004	2,676	53.48%	1,522	6,739
TRONCOSO	2,943	2,676	90.93%	1,523	10,822
MONTIJO	3,000	2,666	88.87%	1,524	10,663
GAETA	4,688	2,665	56.85%	1,525	7,133
WATKINS	127,083	2,656	2.09%	1,526	240
BARRETT	100,104	2,653	2.65%	1,527	314
MURRIETA	2,835	2,653	93.58%	1,528	11,160
NEWMAN	101,931	2,650	2.60%	1,529	307
NAJAR	3,296	2,646	80.28%	1,530	9,821
DELANGEL	2,729	2,645	96.92%	1,531	11,524
JIMINEZ	3,108	2,643	85.04%	1,532	10,371
GUARDIOLA	2,889	2,640	91.38%	1,533	11,010
MIJARES	3,259	2,628	80.64%	1,534	9,912
CABEZAS	2,909	2,627	90.31%	1,535	10,947
QUIROS	3,059	2,621	85.68%	1,536	10,491
FIERROS	2,751	2,620	95.24%	1,537	11,448
LOYOLA	3,508	2,620	74.69%	1,538	9,279
MARIA	4,500	2,619	58.20%	1,539	7,395
ASTUDILLO	2,849	2,619	91.93%	1,540	11,127
LAWSON	119,053	2,619	2.20%	1,541	256
CURTIS	101,801	2,616	2.57%	1,542	309
LAMBERT	93,678	2,614	2.79%	1,543	329
RONDON	3,049	2,611	85.63%	1,544	10,520
WILLIAMSON	114,959	2,610	2.27%	1,545	267
LOMAS	4,667	2,606	55.84%	1,546	7,167
COSTILLA	2,872	2,606	90.74%	1,547	11,062
LANTIGUA	2,740	2,600	94.89%	1,548	11,484
RAYMUNDO	3,764	2,597	69.00%	1,549	8,718
COELLO	2,919	2,595	88.90%	1,550	10,907
BANKS	105,833	2,593	2.45%	1,551	292
GONSALES	2,861	2,592	90.60%	1,552	11,095
MAREZ	3,056	2,591	84.78%	1,553	10,499
ROCHE	18,940	2,587	13.66%	1,554	1,895
BURTON	110,529	2,586	2.34%	1,555	280
CID	2,975	2,586	86.92%	1,556	10,731
OLAGUE	2,827	2,584	91.40%	1,557	11,185
GAUNA	3,012	2,574	85.46%	1,558	10,631
CLAROS	2,798	2,572	91.92%	1,559	11,290
CALLES	3,026	2,570	84.93%	1,560	10,589
MANCILLAS	2,751	2,568	93.35%	1,561	11,448
FULLER	110,116	2,566	2.33%	1,562	281
GODINA	3,203	2,564	80.05%	1,563	10,064
MOREJON	2,715	2,562	94.36%	1,564	11,578
MONSIVAIS	2,632	2,554	97.04%	1,565	11,894
ABURTO	2,663	2,553	95.87%	1,566	11,764
PECINA	2,842	2,553	89.83%	1,567	11,142
GABALDON	3,148	2,553	81.10%	1,568	10,237
CUADRA	2,863	2,552	89.14%	1,569	11,086
JOYA	2,821	2,546	90.25%	1,570	11,204
SIMS	113,374	2,540	2.24%	1,571	270
LAGOS	3,254	2,539	78.03%	1,572	9,924
REINA	4,180	2,534	60.62%	1,573	7,915
SILVESTRE	3,550	2,529	71.24%	1,574	9,190
DAY	105,091	2,522	2.40%	1,575	294
PALOS	2,880	2,514	87.29%	1,576	11,040
MARRON	5,129	2,513	49.00%	1,577	6,606
ARDON	2,870	2,507	87.35%	1,578	11,069
VIVAS	2,746	2,504	91.19%	1,579	11,466
SAMORA	3,180	2,502	78.68%	1,580	10,140
ESPINDOLA	2,704	2,496	92.31%	1,581	11,608
AROCHO	2,703	2,495	92.30%	1,582	11,610
NAPOLES	2,784	2,495	89.62%	1,583	11,335
CARLSON	120,552	2,495	2.07%	1,584	252
EVANGELISTA	8,964	2,491	27.79%	1,585	3,967
GATICA	2,678	2,490	92.98%	1,586	11,704
SEDA	3,164	2,490	78.70%	1,587	10,186
PICAZO	2,687	2,488	92.59%	1,588	11,669
DELAVEGA	3,360	2,481	73.84%	1,589	9,661
ESCALONA	3,055	2,480	81.18%	1,590	10,505
MARADIAGA	2,584	2,479	95.94%	1,591	12,068
MIRABAL	2,896	2,478	85.57%	1,592	10,983
GAXIOLA	2,696	2,476	91.84%	1,593	11,627
MEDEROS	2,875	2,476	86.12%	1,594	11,057
KEYES	18,252	2,471	13.54%	1,595	1,979
GUIDO	7,068	2,470	34.95%	1,596	4,971
ALVIDREZ	2,634	2,466	93.62%	1,597	11,886
BORUNDA	2,693	2,464	91.50%	1,598	11,642
JIMENES	2,555	2,461	96.32%	1,599	12,192
FIELDS	107,522	2,452	2.28%	1,600	288
BLANCAS	2,608	2,450	93.94%	1,601	11,977
PANDO	3,065	2,449	79.90%	1,602	10,480
NUNES	12,191	2,449	20.09%	1,603	2,942
BARNETT	95,681	2,449	2.56%	1,604	324
ATILANO	2,665	2,443	91.67%	1,605	11,753
LICON	2,756	2,443	88.64%	1,606	11,430
ZAMARRON	2,617	2,442	93.31%	1,607	11,946
DAVIDSON	103,930	2,442	2.35%	1,608	301
COLINDRES	2,560	2,441	95.35%	1,609	12,174
GARRETT	110,697	2,435	2.20%	1,610	279
BRACAMONTES	2,553	2,434	95.34%	1,611	12,199
CLARKE	68,281	2,431	3.56%	1,612	487
HOLLAND	102,538	2,430	2.37%	1,613	305
JERONIMO	2,641	2,427	91.90%	1,614	11,856
CORPUS	3,901	2,426	62.19%	1,615	8,467
MENDES	10,162	2,425	23.86%	1,616	3,514
LEMA	3,913	2,420	61.85%	1,617	8,439
AGUDELO	2,622	2,417	92.18%	1,618	11,933
CHAMORRO	2,602	2,416	92.85%	1,619	12,003
PEREDA	2,800	2,416	86.29%	1,620	11,283
LOBO	4,830	2,415	50.00%	1,621	6,943
DIEZ	3,502	2,415	68.96%	1,622	9,293
COTO	2,814	2,414	85.79%	1,623	11,229
DERAS	2,567	2,413	94.00%	1,624	12,136
MUJICA	2,594	2,411	92.95%	1,625	12,033
MURCIA	2,563	2,410	94.03%	1,626	12,156
TINEO	2,792	2,408	86.25%	1,627	11,312
LUPERCIO	2,475	2,403	97.09%	1,628	12,520
ORANTES	2,507	2,402	95.81%	1,629	12,399
COREA	3,176	2,402	75.63%	1,630	10,159
REINOSO	2,609	2,396	91.84%	1,631	11,971
LARSON	122,587	2,390	1.95%	1,632	247
